timestamp,facility_id,facility_name,address,lat,lon,source_type,fuel_type,capacity_mw,generation_mw,consumption_mw,import_mw,export_mw,co2_lbs_per_mwh,operating_status,zone_id,allocation_pct,serves_zones
2026-04-11T13:00:00Z,FAC-001-ZA,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,180,0,180,0,1050,online,downtown,9.73,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T13:00:00Z,FAC-001-ZB,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,82,0,82,0,1050,online,ybor_city,4.43,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T13:00:00Z,FAC-001-ZC,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,86,0,86,0,1050,online,west_tampa,4.65,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T13:00:00Z,FAC-001-ZD,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,90,0,90,0,1050,online,south_tampa,4.86,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T13:00:00Z,FAC-001-ZE,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,115,0,115,0,1050,online,westshore,6.22,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T13:00:00Z,FAC-001-ZF,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,169,0,169,0,1050,online,port_tampa,9.13,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T13:00:00Z,FAC-001-ZG,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,52,0,52,0,1050,online,tampa_heights,2.81,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T13:00:00Z,FAC-001-ZH,TECO Hillsborough Main Grid,"702 N Franklin St Tampa FL",27.9510,-82.4560,substation,natural_gas_grid,2200,44,0,44,0,1050,online,channel_district,2.38,downtown|ybor_city|west_tampa|south_tampa|westshore|port_tampa|tampa_heights|channel_district
2026-04-11T13:00:00Z,FAC-002-ZB,Duke Energy Grid Interconnect,"4801 E Adamo Dr Tampa FL",27.9465,-82.4105,substation,grid_import,400,165,0,165,0,900,online,ybor_city,100.0,ybor_city
2026-04-11T13:00:00Z,FAC-003-ZA,Tampa Convention Center Rooftop Solar,"333 S Franklin St Tampa FL",27.9428,-82.4593,generator,solar,2,1.4,0,0,0.8,0,online,downtown,63.64,downtown|channel_district
2026-04-11T13:00:00Z,FAC-003-ZH,Tampa Convention Center Rooftop Solar,"333 S Franklin St Tampa FL",27.9428,-82.4593,generator,solar,2,0.8,0,0,0.8,0,online,channel_district,36.36,downtown|channel_district
2026-04-11T13:00:00Z,FAC-004-ZA,TECO Lake Hancock Solar Farm,"Lake Hancock Rd Polk County FL",27.9800,-81.8500,generator,solar,74,12,0,0,12,0,online,downtown,20.69,downtown|south_tampa|westshore|channel_district
2026-04-11T13:00:00Z,FAC-004-ZD,TECO Lake Hancock Solar Farm,"Lake Hancock Rd Polk County FL",27.9800,-81.8500,generator,solar,74,18,0,0,18,0,online,south_tampa,31.03,downtown|south_tampa|westshore|channel_district
2026-04-11T13:00:00Z,FAC-004-ZE,TECO Lake Hancock Solar Farm,"Lake Hancock Rd Polk County FL",27.9800,-81.8500,generator,solar,74,15,0,0,15,0,online,westshore,25.86,downtown|south_tampa|westshore|channel_district
2026-04-11T13:00:00Z,FAC-004-ZH,TECO Lake Hancock Solar Farm,"Lake Hancock Rd Polk County FL",27.9800,-81.8500,generator,solar,74,13,0,0,13,0,online,channel_district,22.41,downtown|south_tampa|westshore|channel_district
2026-04-11T13:00:00Z,FAC-005-ZA,TECO Polk Solar Farm,"Polk County FL",27.9500,-81.9200,generator,solar,150,25,0,0,25,0,online,downtown,21.19,downtown|west_tampa|westshore|port_tampa
2026-04-11T13:00:00Z,FAC-005-ZC,TECO Polk Solar Farm,"Polk County FL",27.9500,-81.9200,generator,solar,150,28,0,0,28,0,online,west_tampa,23.73,downtown|west_tampa|westshore|port_tampa
2026-04-11T13:00:00Z,FAC-005-ZE,TECO Polk Solar Farm,"Polk County FL",27.9500,-81.9200,generator,solar,150,30,0,0,30,0,online,westshore,25.42,downtown|west_tampa|westshore|port_tampa
2026-04-11T13:00:00Z,FAC-005-ZF,TECO Polk Solar Farm,"Polk County FL",27.9500,-81.9200,generator,solar,150,35,0,0,35,0,online,port_tampa,29.66,downtown|west_tampa|westshore|port_tampa
2026-04-11T13:00:00Z,FAC-006-ZC,TECO Pasco Solar Farm,"Pasco County FL",28.2000,-82.4000,generator,solar,120,32,0,0,32,0,online,west_tampa,33.68,west_tampa|south_tampa|tampa_heights
2026-04-11T13:00:00Z,FAC-006-ZD,TECO Pasco Solar Farm,"Pasco County FL",28.2000,-82.4000,generator,solar,120,30,0,0,30,0,online,south_tampa,31.58,west_tampa|south_tampa|tampa_heights
2026-04-11T13:00:00Z,FAC-006-ZG,TECO Pasco Solar Farm,"Pasco County FL",28.2000,-82.4000,generator,solar,120,33,0,0,33,0,online,tampa_heights,34.74,west_tampa|south_tampa|tampa_heights
2026-04-11T13:00:00Z,FAC-007-ZA,TECO Hillsborough Solar Array,"Hillsborough County FL",27.8500,-82.3000,generator,solar,200,40,0,0,40,0,online,downtown,25.32,downtown|ybor_city|westshore|port_tampa|channel_district
